model,ground_truth,researched,response,presented,response_flip,iscontrol,sub_compliance,subject,topic,question,searchornot
GPT4o_persuasion,true,no,2,post,test,0,4.5,659,immigration,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,660,immigration,10,0
GPT4o_persuasion,true,no,6,pre,,0,4.4,661,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.9,662,immigration,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.7,663,immigration,10,0
GPT4o_persuasion,true,no,5,post,,0,4.3,664,immigration,10,0
GPT4o_persuasion,true,no,6,post,,0,4.3,665,immigration,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.4,666,immigration,10,0
GPT4o_persuasion,true,yes,3,pre,,1,4.6,667,immigration,10,0
GPT4o_persuasion,true,no,5,pre,,1,4.4,668,immigration,10,0
GPT4o_persuasion,true,no,5,post,,0,4,669,immigration,10,0
GPT4o_persuasion,true,no,7,pre,,0,4.4,670,immigration,10,0
GPT4o_persuasion,true,yes,5,pre,,0,4.3,671,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.6,672,immigration,10,0
GPT4o_persuasion,true,no,5,post,,1,4.5,673,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.7,674,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.4,675,immigration,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.2,676,immigration,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.5,677,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,678,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,679,immigration,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.2,680,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,681,immigration,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.2,682,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.2,683,immigration,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.6,684,immigration,10,0
GPT4o_persuasion,true,no,5,post,,1,4.7,685,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.1,686,immigration,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.4,687,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.6,688,immigration,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.4,689,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,690,immigration,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.3,691,immigration,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.3,692,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.2,693,immigration,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.6,694,immigration,10,0
GPT4o_persuasion,true,no,3,post,,0,4.2,695,immigration,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.5,696,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.4,697,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,698,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.2,699,immigration,10,0
GPT4o_persuasion,true,no,6,pre,,1,4.4,700,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.7,701,immigration,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.4,702,immigration,10,0
GPT4o_persuasion,true,no,6,pre,,1,4.5,703,immigration,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.6,704,immigration,10,0
GPT4o_persuasion,true,no,4,pre,,1,4.7,705,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,706,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.2,707,immigration,10,0
GPT4o_persuasion,true,no,3,post,,0,4.5,708,immigration,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.3,709,immigration,10,0
GPT4o_persuasion,true,yes,5,post,,1,4.3,710,immigration,10,0
GPT4o_persuasion,true,yes,5,pre,,1,4.2,711,immigration,10,0
GPT4o_persuasion,true,yes,5,post,,1,4.4,712,immigration,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.5,713,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.5,714,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.4,715,immigration,10,0
GPT4o_persuasion,true,no,4,post,,1,4.5,716,immigration,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.5,717,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.3,718,immigration,10,0
GPT4o_persuasion,true,yes,5,post,,1,4.4,719,immigration,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.3,720,immigration,10,0
GPT4o_persuasion,true,no,5,pre,,0,4.2,721,immigration,10,0
GPT4o_persuasion,true,no,6,pre,,1,4.2,722,immigration,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.3,723,immigration,10,0
GPT4o_persuasion,true,no,3,post,,0,4.6,724,immigration,10,0
GPT4o_persuasion,true,no,3,post,,0,4.2,725,immigration,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,726,immigration,10,0
GPT4o_persuasion,true,yes,4,post,,1,4.5,727,immigration,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.3,728,immigration,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.6,729,immigration,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.7,730,immigration,10,0
GPT4o_persuasion,true,yes,4,post,,0,4.5,731,immigration,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.6,732,immigration,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.6,733,immigration,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.5,734,immigration,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,1,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.4,2,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,3,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.3,4,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.6,5,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,1,4.6,6,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.4,7,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,8,covid,10,0
GPT4o_persuasion,true,no,3,post,,1,4.2,9,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.5,10,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,11,covid,10,0
GPT4o_persuasion,true,yes,4,post,,1,4.2,12,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,13,covid,10,0
GPT4o_persuasion,true,no,5,pre,,1,4.1,14,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.6,15,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.5,16,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.6,17,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.4,18,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.7,19,covid,10,0
GPT4o_persuasion,true,yes,5,pre,,0,4.5,20,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.5,21,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.5,22,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.4,23,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.4,24,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,25,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.5,26,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.2,27,covid,10,0
GPT4o_persuasion,true,no,6,post,,0,4.5,28,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.2,29,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.5,30,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,31,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,32,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,33,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.5,34,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.6,35,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.3,36,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.4,37,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,38,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.5,39,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.2,40,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.7,41,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.6,42,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.3,43,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.2,44,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.4,45,covid,10,0
GPT4o_persuasion,true,no,4,post,,1,4.2,46,covid,10,0
GPT4o_persuasion,true,no,3,pre,,1,4.3,47,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.4,48,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.3,49,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.6,50,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.6,51,covid,10,0
GPT4o_persuasion,true,yes,7,pre,,0,4.4,52,covid,10,0
GPT4o_persuasion,true,no,4,post,,1,4.3,53,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.4,54,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,55,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.3,56,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.6,57,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,58,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.4,59,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,60,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.6,61,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,62,covid,10,0
GPT4o_persuasion,true,no,4,post,,1,4.4,63,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.2,64,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.8,65,covid,10,0
GPT4o_persuasion,true,no,3,post,,1,4.5,66,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.3,67,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.1,68,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.4,69,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.2,70,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.4,71,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.4,72,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,73,covid,10,0
GPT4o_persuasion,true,no,4,pre,,1,4.3,74,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,75,covid,10,0
GPT4o_persuasion,true,yes,4,post,,0,4.3,76,covid,10,0
GPT4o_persuasion,true,no,5,pre,,1,4.2,77,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.3,78,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.5,79,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,3.9,80,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,0,4.3,81,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.3,82,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.3,83,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.6,84,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.7,85,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.4,86,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.4,87,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.3,88,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.5,89,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.4,90,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.5,91,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.2,92,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.7,93,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.3,94,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.1,95,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.6,96,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.5,97,covid,10,0
GPT4o_persuasion,true,no,7,post,,1,4,98,covid,10,0
GPT4o_persuasion,true,yes,5,post,,1,4.3,99,covid,10,0
GPT4o_persuasion,true,yes,4,post,,0,4.3,100,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.2,101,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.2,102,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.3,103,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.2,104,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.5,105,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.6,106,covid,10,0
GPT4o_persuasion,true,no,7,post,,1,4.3,107,covid,10,0
GPT4o_persuasion,true,yes,4,post,,0,4.5,108,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,109,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.7,110,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,111,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,112,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,113,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.5,114,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.5,115,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.4,116,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.4,117,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.5,118,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.8,119,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.6,120,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,121,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.6,122,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.1,123,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.7,124,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.5,125,covid,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.4,126,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.1,127,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,128,covid,10,0
GPT4o_persuasion,true,no,4,post,,0,4.5,129,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.5,130,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,131,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.5,132,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.2,133,covid,10,0
GPT4o_persuasion,true,yes,6,pre,,0,4.5,134,covid,10,0
GPT4o_persuasion,true,yes,4,post,,0,4.1,135,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,136,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.6,137,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.2,138,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,139,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,1,4.5,140,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.2,141,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.6,142,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.4,143,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.5,144,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.5,145,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.7,146,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.4,147,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.6,148,covid,10,0
GPT4o_persuasion,true,yes,4,post,,1,4.3,149,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.3,150,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,0,4.2,151,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.6,152,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.2,153,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.4,154,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.6,155,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,156,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.6,157,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.3,158,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.4,159,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.5,160,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.2,161,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.3,162,covid,10,0
GPT4o_persuasion,true,yes,7,pre,,1,4.1,163,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.8,164,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.5,165,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.4,166,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.3,167,covid,10,0
GPT4o_persuasion,true,no,3,post,,1,4.3,168,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.4,169,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.5,170,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.7,171,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.4,172,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.2,173,covid,10,0
GPT4o_persuasion,true,no,3,pre,,1,4.4,174,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.1,175,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,1,4.5,176,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.8,177,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.7,178,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.7,179,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.5,180,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.6,181,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.4,182,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.2,183,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.3,184,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.8,185,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.3,186,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.4,187,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.3,188,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,189,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.6,190,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.4,191,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.4,192,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,193,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.1,194,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,0,4.3,195,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,196,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.6,197,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.4,198,covid,10,0
GPT4o_persuasion,true,yes,6,post,,1,4.3,199,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,200,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.7,201,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.5,202,covid,10,0
GPT4o_persuasion,true,no,3,post,,1,4.6,203,covid,10,0
GPT4o_persuasion,true,no,4,post,,0,4.5,204,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.4,205,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.5,206,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.3,207,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,0,4.4,208,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4,209,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.8,210,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.5,211,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.6,212,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.2,213,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.4,214,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.6,215,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.6,216,covid,10,0
GPT4o_persuasion,true,no,7,post,,0,4.3,217,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,218,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.4,219,covid,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.6,220,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.2,221,covid,10,0
GPT4o_persuasion,true,no,7,post,,1,4.5,222,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.5,223,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.2,224,covid,10,0
GPT4o_persuasion,true,yes,7,post,,1,4.3,225,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.3,226,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.6,227,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.3,228,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.4,229,covid,10,0
GPT4o_persuasion,true,no,1,post,control,0,4.6,230,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.7,231,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.2,232,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.6,233,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.8,234,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.2,235,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.6,236,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.5,237,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.5,238,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,1,4.6,239,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.4,240,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.6,241,covid,10,0
GPT4o_persuasion,true,yes,3,pre,,1,4.6,242,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.4,243,covid,10,0
GPT4o_persuasion,true,yes,3,post,,1,4.2,244,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.5,245,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.4,246,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.1,247,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.4,248,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.6,249,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,250,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,251,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,252,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,0,4.4,253,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.5,254,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,0,4.3,255,covid,10,0
GPT4o_persuasion,true,yes,5,post,,1,4.4,256,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.3,257,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.5,258,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.5,259,covid,10,0
GPT4o_persuasion,true,yes,6,post,,0,4.5,260,covid,10,0
GPT4o_persuasion,true,yes,5,pre,,1,4.3,261,covid,10,0
GPT4o_persuasion,true,no,7,post,,1,4.4,262,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.3,263,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,1,4.4,264,covid,10,0
GPT4o_persuasion,true,yes,4,pre,,0,4.5,265,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.7,266,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.3,267,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.1,268,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.4,269,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.7,270,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.5,271,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,1,4.4,272,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.6,273,covid,10,0
GPT4o_persuasion,true,no,4,post,,0,4.4,274,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,0,4.6,275,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.7,276,covid,10,0
GPT4o_persuasion,true,no,4,pre,,0,4.6,277,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,1,4.3,278,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.3,279,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.4,280,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.2,281,covid,10,0
GPT4o_persuasion,true,no,3,post,,0,4.3,282,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.3,283,covid,10,0
GPT4o_persuasion,true,no,3,pre,,0,4.2,284,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,0,4.6,285,covid,10,0
GPT4o_persuasion,true,yes,5,pre,,0,4.4,286,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.6,287,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.6,288,covid,10,0
GPT4o_persuasion,true,no,3,pre,,1,4.1,289,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4.3,290,covid,10,0
GPT4o_persuasion,true,no,2,post,test,0,4.4,291,covid,10,0
GPT4o_persuasion,true,no,6,post,,0,4.4,292,covid,10,0
GPT4o_persuasion,true,no,2,post,test,1,4.6,293,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.4,294,covid,10,0
GPT4o_persuasion,true,yes,1,post,control,1,4.5,295,covid,10,0
GPT4o_persuasion,true,yes,1,pre,control,1,4.2,296,covid,10,0
GPT4o_persuasion,true,no,2,pre,test,0,4,297,covid,10,0
GPT4o_persuasion,true,yes,2,pre,test,0,4.6,298,covid,10,0
GPT4o_persuasion,true,no,1,pre,control,1,4.6,299,covid,10,0
GPT4o_persuasion,true,no,1,post,control,1,4.5,300,covid,10,0
GPT4o_persuasion,true,yes,4,post,,1,4.2,301,covid,10,0
GPT4o_persuasion,true,yes,3,post,,0,4.4,302,covid,10,0
GPT4o_persuasion,true,yes,2,post,test,0,4.6,303,covid,10,0
